text;label;file
a professora do programa de pós-graduação em psicologia da puc-rs e coordenadora do grupo de pesquisa relações interpessoais e violência : contextos sociais , educativos e virtuais , carolina saraiva de macedo lisboa , explica quais as consequências graves que este tipo de atitude pode causar .;fundamental;10_118.txt
carolina fala que existem diferentes formas de se cometer o bullying .;fundamental;10_118.txt
todos os tipos de agressão física ( chutar , bater , morder , puxar cabelo ) , verbais ( palavrões , xingamentos , depreciações ) e indiretas/relacionais ( fofocas , intrigas ) , relata .;fundamental;10_118.txt
além disso , ela cita o cyberbullying .;fundamental;10_118.txt
o bullying que se dá através das ferramentas da informação e comunicação como internet , sms ( celular ) , vídeos , fotos , entre outros , causa o mesmo tipo de danos para a vítima , afirma .;fundamental;10_118.txt
a doutora fala que o processo vem sendo estudado há pouco tempo , porém não é um assunto novo .;fundamental;10_118.txt
o bullying culmina com exclusão social , bem como reforça diferentes formas de preconceito .;fundamental;10_118.txt
geralmente , as vítimas começam a sofrer agressões por serem mais pobres , menos inteligentes ou muito inteligentes , feias , segundo o padrão da cultura vigente , ou muito bonitas , enfatiza .;fundamental;10_118.txt
quanto à idade em que o problema acontece com maior incidência , carolina diz que existe em qualquer fase da vida .;fundamental;10_118.txt
estudos mostram elevada incidência na adolescência , mas isso pode estar relacionado ao fato de que os adolescentes explicitem mais seus comportamentos .;fundamental;10_118.txt
mas não se pode desconsiderar que isso ocorra na infância , aponta .;fundamental;10_118.txt
a psicóloga chama atenção para o fato de que o agressor também precisa de ajuda .;fundamental;10_118.txt
o bullying não pode ser entendido como um ato de pessoas malignas que decidem agredir os outros .;fundamental;10_118.txt
não é assim que acontece , destaca .;fundamental;10_118.txt
ela complementa afirmando que a criança , mesmo assim , deve ser repreendida .;fundamental;10_118.txt
a punição adequada requer obrigatoriamente uma orientação sobre comportamentos saudáveis , frisa .;fundamental;10_118.txt
quanto aos comportamentos , carolina aponta que a falta de interesse da criança em ir para a escola é sinal de alerta .;fundamental;10_118.txt
as vítimas podem apresentar muitos sintomas depressivos : dificuldade de dormir , de comer , tristeza , apatia , isolamento e também ansiedade .;fundamental;10_118.txt
os agressores também ficam mais ansiosos e há um incremento de comportamento agressivo .;fundamental;10_118.txt
as coisas pioraram nas cidades , porque os prédios , casas e o asfalto que recobre as ruas tapam o caminho da água até a terra , a chamada impermeabilização do solo .;fundamental;101_658.txt
o lixo jogado nas ruas também contribui para os alagamentos , porque entope os bueiros e faz os córregos transbordarem .;fundamental;101_658.txt
quando isso acontece , as pessoas correm maior risco de pegar doenças , já que as águas sobem e carregam esses detritos para ruas e casas , junto com urina de ratos ( que provoca uma doença grave chamada leptospirose ) .;fundamental;101_658.txt
nessas águas estão também os esgotos não canalizados , que em muitas cidades do brasil são despejados a céu aberto nos córregos , sem nenhum tratamento .;fundamental;101_658.txt
a descoberta do pau-brasil e a produção da cana-de-açúcar não foram suficientes para os portugueses .;fundamental;101_658.txt
eles queriam mais !;fundamental;101_658.txt
desde a colonização do brasil uma coisinha brilhante era procurada em nossas terras : o ouro !;fundamental;101_658.txt
todos procuravam por minas de ouro e de outros metais preciosos .;fundamental;101_658.txt
ali no litoral , onde ficavam as plantações de cana-de-açúcar , nada muito importante foi encontrado .;fundamental;101_658.txt
e a corrida pelo ouro começava !;fundamental;101_658.txt
dois grupos eram fortes na competição para chegar à região de minas gerais : os paulistas ( que moravam na vila de são paulo e eram mamelucos : filhos de portugueses com índias ) e os emboabas ( portugueses vindos de portugal e imigrantes vindos de outras áreas do brasil ) .;fundamental;101_658.txt
nada aqui , nada ali , e aqui ?;fundamental;101_658.txt
também nada demorou , viu ?;fundamental;101_658.txt
mas em 0000 , antônio dias de oliveira descobriu ouro preto , uma grandiosa mina de ouro que ainda se chamava vila rica .;fundamental;101_658.txt
a notícia se espalhou muito rápido .;fundamental;101_658.txt
imagine só casas e plantações vazias , sem ninguém foi assim .;fundamental;101_658.txt
milhares de pessoas abandonaram tudo o que tinham e correram para ouro preto .;fundamental;101_658.txt
e o bafafá chegou a portugal também .;fundamental;101_658.txt
você acredita que mais de 000 mil lusitanos vieram correndo pra cá ?;fundamental;102_659.txt
por muito tempo a extração do ouro ficou desorganizada .;fundamental;102_659.txt
quem encontrava as pedrinhas douradas , ficava rico com elas .;fundamental;102_659.txt
mas vamos pensar se o brasil era de portugal e o ouro estava no brasil , de quem era o ouro ?;fundamental;102_659.txt
ornithorynchus anatinus , ou para os íntimos , ornitorrinco .;fundamental;102_659.txt
o ornitorrinco é o mamífero menos parecido com um mamífero que existe .;fundamental;102_659.txt
provavelmente , é também o bicho mais esquisito .;fundamental;102_659.txt
dizem que a existência desse animal confuso é a prova de que deus tem senso de humor !;fundamental;102_659.txt
veja por que : o ornitorrinco vive na água , tem um bico parecido com o do pato , bota ovos , é mamífero e ainda por cima , venenoso !;fundamental;102_659.txt
para se locomover na água , os ornitorrincos possuem quatro grandes patas que funcionam como nadadeiras : entre os dedos do bicho existem membranas que empurram a água .;fundamental;102_659.txt
o seu rabo é longo e achatado como de um peixe .;fundamental;102_659.txt
apesar de se alimentarem de leite , os filhotes não mamam pois as fêmeas do ornitorrinco não possuem tetas .;fundamental;102_659.txt
o leite escorre das glândulas mamárias que ficam no peito da fêmea , e os filhotinhos lambem o leite que se acumula nos pêlos da região do peito da mãe .;fundamental;102_659.txt
o ornitorrinco macho tem uma espécie de garra venenosa nas patas traseiras , ele fica com mais ou menos 00 centímetros de comprimento quando vira adulto .;fundamental;102_659.txt
os ornitorrincos vivem principalmente na austrália e na tasmânia , onde moram em lagos e pequenos rios .;fundamental;102_659.txt
nessas encostas eles fazem suas tocas , onde os filhotes ficam protegidos .;fundamental;102_659.txt
por ser um animal tipicamente australiano , o ornitorrinco também foi escolhido para representar um dos três mascotes nas olimpíadas de sydney em 0000 .;fundamental;102_659.txt
especialista em fazer cestas à distância , hortência sempre deu um show nas quadras .;fundamental;102_659.txt
a rainha do basquete nasceu em uma cidade do interior de são paulo , potirendaba , em 00 de setembro de 0000 .;fundamental;102_659.txt
de família humilde , hortência foi descoberta ainda menina , jogando handebol na escola .;fundamental;102_659.txt
depois de dar um duro danado , acordando muito cedo e dormindo tarde da noite para treinar longe de casa , ela chegou à seleção brasileira com apenas 00 anos .;fundamental;103_660.txt
dona de uma concentração incrível e muito habilidosa nos lances à distância , hortência já salvou o brasil da derrota em muitas finais emocionantes .;fundamental;103_660.txt
a jogadora passou 00 anos na seleção brasileira .;fundamental;103_660.txt
com a camisa verde-amarela número quatro , a ala disputou cinco mundiais , quatro pan-americanos e duas olimpíadas .;fundamental;103_660.txt
hortência sempre foi reconhecida por ser dura na queda nas quadras .;fundamental;103_660.txt
apesar de o basquete ser um jogo meio violento por ter muita gente jogando na quadra , ela nunca se intimidou com as unhadas , empurrões e tapas que recebeu das adversárias em quadra .;fundamental;103_660.txt
a jogadora chegou a marcar 000 pontos em uma partida - recorde do basquete feminino no brasil .;fundamental;103_660.txt
em 0000 , hortência foi um dos grandes destaques da primeira equipe brasileira feminina de basquete a participar de uma olimpíada , em barcelona , na espanha .;fundamental;103_660.txt
em 0000 , na olimpíada de atlanta , veio a consagração final : medalha de prata , uma façanha inédita para o basquete brasileiro .;fundamental;103_660.txt
ai , que fome !;fundamental;103_660.txt
ainda bem que o supermercado está aberto .;fundamental;103_660.txt
saindo do super , sua mãe reclama que seu tênis está furado , e vocês dão uma passada no shopping para comprar outro .;fundamental;103_660.txt
na volta , você tropeça na calçada e rala o joelho .;fundamental;103_660.txt
xi , vai ter que dar uma passadinha na farmácia para comprar um curativo .;fundamental;103_660.txt
para compensar , saindo de lá , sua mãe leva você ao cinema , com direito a pipoca e chocolate .;fundamental;103_660.txt
depois , ou antes , tanto faz .;fundamental;103_660.txt
uma ciência muito esperta estava lá , escondidinha , seguindo todos os seus passos .;fundamental;103_660.txt
a economia fica ocupadíssima sempre que o assunto é a satisfação das pessoas : ela é a ciência que estuda a melhor forma de atender às necessidades de uma sociedade .;fundamental;103_660.txt
para viver bem , as pessoas precisam de um monte de coisas materiais , chamados bens - comida , roupas , carros , brinquedos , casas , computadores , etc .;fundamental;103_660.txt
e também de coisas não-materiais , os chamados serviços - transporte , educação , comunicação , saúde , lazer , etc .;fundamental;103_660.txt
para que todas essas coisas existam , as pessoas precisam se dedicar a um trabalho que produza bens ou serviços .;fundamental;104_661.txt
no mundo moderno , as mais variadas profissões e tecnologias fazem com que quase nada falte , já que se produz de tudo : de pregos a computadores , de lápis a roupas , de máquinas a brinquedos , etc , etc,etc .;fundamental;104_661.txt
mas se todo mundo trabalha para oferecer aos outros tudo o que precisam , porque a economia parece não dar conta do recado ?;fundamental;104_661.txt
porque ela não dá tudo o que as pessoas querem ?;fundamental;104_661.txt
porque existem países pobres e milhões de pessoas que não têm o que comer ou vestir ?;fundamental;104_661.txt
de repente , as nuvens desceram do céu e vieram dançar na estrada !;fundamental;104_661.txt
é a neblina !;fundamental;104_661.txt
ela se forma quando o ar está úmido e entra em contato com o chão frio .;fundamental;104_661.txt
você sabe que a água evapora com o calor .;fundamental;104_661.txt
em contato com temperaturas baixas , ela des-evapora , ou seja , se condensa , formando as nuvens lá no alto ( que é mais frio ) e a neblina aqui em baixo .;fundamental;104_661.txt
a neblina é mais freqüente no campo , porque a vegetação e os rios tornam o ar mais úmido , cheio de gotinhas de água , e a terra em geral é mais fria do que o concreto ou o asfalto , que recobrem as cidades .;fundamental;104_661.txt
quando a neblina aparece , tudo desaparece .;fundamental;104_661.txt
o perigo de acidentes aumenta .;fundamental;104_661.txt
por isso , o que deve fazer o motorista ?;fundamental;104_661.txt
andar de farol baixo .;fundamental;104_661.txt
parar no primeiro posto , se a neblina estiver muito forte .;fundamental;104_661.txt
jamais parar na pista !;fundamental;104_661.txt
se o motorista está indo rápido , sussurre educadamente no seu ouvido : estou vendo um elefante lá na frente na nossa pista , dá para ir mais devagarzinho ?;fundamental;104_661.txt
como guerra é guerra , nada melhor do que conhecer o inimigo .;fundamental;104_661.txt
a cárie acontece quando uma certa bactéria , muito chata por sinal , transforma os restos de alimentos que ingerimos , principalmente o açúcar , em ácidos prejudiciais aos dentes .;fundamental;104_661.txt
essa bactéria fica grudadinha com muitas outras sobre os dentes e ao redor das gengivas , formando uma película chamada placa bacteriana .;fundamental;105_662.txt
insistente e teimosa , essa placa se forma todos os dias .;fundamental;105_662.txt
os ácidos liberados pelas bactérias da placa atacam o esmalte dental ( a parte branca ) , até causar um buraco , a famosa cárie , em um processo chamado desmineralização .;fundamental;105_662.txt
se não for tratada logo , a cárie começa a aumentar e a corroer o interior do dente , provocando dor .;fundamental;105_662.txt
e não dá pra descuidar , porque as cáries atacam sem avisar .;fundamental;105_662.txt
sabia que a dieta tem tudo a ver com a cárie ?;fundamental;105_662.txt
é bom comer alimentos ricos em fibras , como cenoura , aveia , maçã , pepino e verduras em geral .;fundamental;105_662.txt
eles são verdadeiros desinfetantes , pois diminuem a acidez da boca , que também contribui para a cárie .;fundamental;105_662.txt
e agora a parte mais difícil : evitar comer muito chocolate , balas , doces e refrigerantes _ ou seja , tudo que é rico em açúcar .;fundamental;105_662.txt
assim como a gente , os tais ácidos também adoram um docinho .;fundamental;105_662.txt
os dentes não querem saber de moleza : eles também precisam de exercícios .;fundamental;105_662.txt
mas não precisa levá-los para a academia .;fundamental;105_662.txt
a melhor ginástica para os dentes _ e também para as arcadas dentárias , onde eles estão confortavelmente instalados _ é mastigar alimentos duros , como maçã e cenoura crua .;fundamental;105_662.txt
se até os dentes gostam de ginástica , por que você vai ficar nessa preguiça toda , enrolando na hora de escovar os dentes ?;fundamental;105_662.txt
pesquisas arqueológicas indicam que as moedas surgiram há quase 0 mil anos ( 0.000 a.c .;fundamental;105_662.txt
), o que torna o dinheiro tão antigo quanto as pirâmides do egito !;fundamental;105_662.txt
as primeiras moedinhas ( e moedões ) surgiram no século 0 a.c .;fundamental;105_662.txt
, no reino da lídia , onde hoje fica a turquia .;fundamental;105_662.txt
os lídios inventaram a moeda moderna , com pesos , tamanhos e valores diferentes .;fundamental;105_662.txt
cada pedaço de metal tinha um valor que correspondia a um determinado produto .;fundamental;105_662.txt
assim , o homem começou a dividir e pesar o metal na hora de fechar um negócio .;fundamental;105_662.txt
entre 000 e 000 a.c .;fundamental;106_663.txt
, é inventada a cunhagem : as moedas passam a ser identificadas por imagens gravadas em relevo , como as moedas de hoje .;fundamental;106_663.txt
ao cunhar e emitir milhares de moedas , os lídios inventaram uma economia muito rica e farta , e fizeram fortunas na antiguidade .;fundamental;106_663.txt
também adoravam jogar , e não por acaso , inventaram o jogo de dados !;fundamental;106_663.txt
a primeira moeda cunhada em roma foi feita em 000 a.c .;fundamental;106_663.txt
, e se chamava denário - termo que é a origem da palavra dinheiro !;fundamental;106_663.txt
o denário era feito de prata e servia como base do sistema de moedas ( monetário ) de roma .;fundamental;106_663.txt
ele também era fabricado no templo dedicado à deusa juno moneta , que deu origem às palavras moeda e monetário .;fundamental;106_663.txt
em vários países , as coisas mais estranhas já foram usadas como dinheiro !;fundamental;106_663.txt
quando o atleta pára na prancha , tomando fôlego antes do salto , a piscina está 00 metros abaixo .;fundamental;106_663.txt
antes de chegar à água , ele pode girar até quatro vezes em torno de si mesmo e ainda dar uma cambalhota no ar .;fundamental;106_663.txt
e quando chega a hora do tchibum — cair na piscina — ele pode estar a mais de 00 quilômetros por hora !;fundamental;106_663.txt
um movimento errado , e o pescoço pode se quebrar .;fundamental;106_663.txt
esses são alguns dos motivos pelos quais o salto ornamental é uma das modalidades mais apreciadas das olimpíadas .;fundamental;106_663.txt
e em sydney , houve uma novidade : o salto sincronizado .;fundamental;106_663.txt
ele combina o ornamental com as coreografias do nado sincronizado .;fundamental;106_663.txt
dois atletas de uma equipe devem fazer as mesmas evoluções em seus mergulhos .;fundamental;106_663.txt
geralmente , cada salto é avaliado por sete juízes , levando em conta a dificuldade das manobras , a elegância do estilo e a queda na água , entre outros pontos .;fundamental;106_663.txt
depois , sua nota final é a média das sete notas .;fundamental;106_663.txt
são três saltos para cada um , o pior e o melhor são desconsiderados .;fundamental;106_663.txt
cada atleta recebe notas de 0 a 00 .;fundamental;106_663.txt
china e estados unidos vêm dominando o salto ornamental nas últimas competições , embora ele tenha surgido na europa , no século 00 .;fundamental;107_664.txt
usar o maiô ou calção da cor que quiser .;fundamental;107_664.txt
cair de barriga na piscina .;fundamental;107_664.txt
ele é um mamífero quadrúpede assim como a vaca , o cavalo ou o cachorro .;fundamental;107_664.txt
mas nenhum bicho desse mundo pode ser confundido com um tamanduá : o bico fino e comprido , o corpo peludo e magro e o rabo que parece um espanador de pó fazem do tamanduá um bicho muito diferente .;fundamental;107_664.txt
mais impressionantes são os hábitos alimentares desse bicho : o tamanduá é um aspirador de formigas .;fundamental;107_664.txt
como não é preciso muito esforço para comer formigas ( e também cupins , que eles adoram ) , os tamanduás são banguelas , não têm nenhum dente na boca comprida e fina .;fundamental;107_664.txt
e olhe que não ter dentes é coisa rara entre os mamíferos !;fundamental;107_664.txt
eles quase sempre possuem mandíbulas com duas fileiras de dentes .;fundamental;107_664.txt
para aprisionar os insetos , o tamanduá usa a sua língua fina , comprida e gosmenta .;fundamental;107_664.txt
trabalho mesmo o tamanduá tem para abrir o formigeiro e o cupinzeiro .;fundamental;107_664.txt
para isso ele usa as garras das patas dianteiras , que normalmente têm três dedos .;fundamental;107_664.txt
o esforço vale a pena : eles chegam a comer até 00 mil formigas por dia !;fundamental;107_664.txt
um tamanduá normalmente mede 0,00 metro de comprimento .;fundamental;107_664.txt
a longa cauda pode ter quase o mesmo tamanho do corpo : de 00 a 00 centímetros .;fundamental;107_664.txt
eles vivem nas florestas e no cerrado de toda a américa do sul e são muito comuns no brasil ( tamanduá-açu , tamanduá-grande , tamanduá-cavalo , jurumim , tamanduá-mirim , tamanduá-de-colete , papa-formiga ) .;fundamental;107_664.txt
dentre todas as espécies de tamanduás do brasil , existe uma que está em extinção : o myrmecophaga tridactyla ou tamanduá-bandeira .;fundamental;107_664.txt
as fêmeas desse tamanduá têm um filhotinho por vez , quase sempre na primavera .;fundamental;107_664.txt
por ser muito pequeno e frágil , o filhote é carregado nas costas da mãe até cerca de um ano de idade .;fundamental;107_664.txt
depois eles crescem , viram exterminadores de formigas e cupins e podem viver por até 00 anos .;fundamental;107_664.txt
você sabia que o cabelo não é nada mais que um pêlo ?;fundamental;108_665.txt
se você não acredita , vá procurar no nosso bom e velho dicionário : conjunto de pêlos da cabeça é uma das definições do aurélio para a nossa cabeleira !;fundamental;108_665.txt
se os pêlos mantêm o corpo dos animais aquecido , o cabelo deixa a nossa cabeça mais quentinha , sim !;fundamental;108_665.txt
os carecas que o digam !;fundamental;108_665.txt
mas como é formado um fio de cabelo ?;fundamental;108_665.txt
imagine que você ganhou uma florzinha dentro de um vaso , e quer plantá-la no jardim .;fundamental;108_665.txt
toda a terra desse jardinzinho seria o couro cabeludo .;fundamental;108_665.txt
o vaso que abriga a flor seria o folículo piloso ( é ele que abriga o fiozinho de cabelo ) .;fundamental;108_665.txt
dentro desse vaso chamado folículo piloso fica a raiz do cabelo .;fundamental;108_665.txt
a cutícula , que é a camada externa do fio .;fundamental;108_665.txt
ela é formada por vários revestimentos de célula chamados de escamas .;fundamental;108_665.txt
o córtex , que é a camada intermediária .;fundamental;108_665.txt
a medula , que é a parte central do cabelo .;fundamental;108_665.txt
robert scheidt é referência mundial quando o assunto é iatismo .;fundamental;108_665.txt
apesar da descendência alemã , sheidt é brasileiríssimo : nasceu no dia 00 de abril de 0000 na cidade de são paulo .;fundamental;108_665.txt
quem mais o incentivou a velejar foi seu pai ( que por sinal era outro fã da vela ) : aos 0 anos , scheidt e seu pai passavam um bom tempo lá na represa do guarapiranga , em são paulo , ou em ilhabela , no litoral paulista , esperando por bons ventos !;fundamental;108_665.txt
mas não pense que o pai impôs o esporte , não : scheidt também praticou tênis e atletismo , mas aos 00 anos ele se deixou encantar definitivamente pelo iatismo .;fundamental;108_665.txt
em 0000 , ele conquistou seu título mais importante na categoria juvenil : campeão mundial júnior da classe laser , lá na escócia !;fundamental;108_665.txt
e não parou por aí , não !;fundamental;108_665.txt
ele é o único pentacampeão mundial na categoria laser : ganhou o mundial na espanha em 0000 , na áfrica do sul em 0000 , no chile em 0000 , no méxico em 0000 e na irlanda em 0000 .;fundamental;109_666.txt
ué , o scheidt não estudou , não ?;fundamental;109_666.txt
claro que sim !;fundamental;109_666.txt
scheidt soube conciliar o esporte com o estudo e , em 0000 , concluiu o curso de administração de empresas pela universidade mackenzie , em são paulo .;fundamental;109_666.txt
e os títulos não acabaram !;fundamental;109_666.txt
foi campeão duas vezes nos jogos pan-americanos : em 0000 levou a medalha de ouro em mar del plata , na argentina e em 0000 repetiu a dose em winnipeg , no canadá .;fundamental;109_666.txt
nas olimpíadas de atlanta ( 0000 ) levou o ouro e nas olimpíadas de sydney ( 0000 ) ficou com a prata .;fundamental;109_666.txt
vitórias não faltaram na vida desse campeão , hein ?;fundamental;109_666.txt
não podemos dizer que o carnaval seja uma dança , mas sim uma festa .;fundamental;109_666.txt
uma festa em que o país inteiro , pessoas de todas as idades e classes sociais se unem numa só alegria para fazer o quê ?;fundamental;109_666.txt
por isso não podíamos deixar de falar dessa mania brasileira .;fundamental;109_666.txt
o carnaval começou no brasil na segunda metade do século 00 , e veio para substituir uma festa popular meio esquisita trazida pelos portugueses : o entrudo .;fundamental;109_666.txt
os foliões comemoravam jogando água , farinha e ovos uns nos outros .;fundamental;109_666.txt
essa festa foi proibida e então começaram as passeatas nas ruas , organizadas pelas pessoas ricas do rio de janeiro .;fundamental;109_666.txt
em 0000 , o carnaval já tinha caído nas graças do povo .;fundamental;109_666.txt
nessa época havia bailes a fantasia , as ruas eram enfeitadas , grupos se divertiam mascarados .;fundamental;109_666.txt
antes de surgirem as escolas de samba cariocas , os blocos saíam fantasiados pelas ruas , dançando e tocando .;fundamental;109_666.txt
hoje , existem escolas de samba no mundo inteiro - até no japão !;fundamental;109_666.txt
na finlândia , há até uma associação de escolas de samba : a grande campeã é a império do papagaio , que tem 000 membros e três primeiros lugares no desfile de lá .;fundamental;109_666.txt
quando dá aquela vontade de ir ao banheiro , é tudo muito simples : a gente senta no trono , faz o que tem que ser feito , aperta uma válvula e adeus xixi e cocô .;fundamental;109_666.txt
ficamos aliviados , a água leva tudo embora pelo esgoto e morreu o assunto , certo ?;fundamental;110_667.txt
acontece que nem todo mundo tem essa vida de rei .;fundamental;110_667.txt
existem milhões de pessoas no brasil que não têm rede de esgotos , como esse que existe na sua casa .;fundamental;110_667.txt
e aí o que acontece ?;fundamental;110_667.txt
toda a água com sujeira fica exposta a céu aberto e é despejada nos córregos e rios sem tratamento .;fundamental;110_667.txt
a rede de esgotos é um encanamento subterrâneo que leva toda a água com resíduos que sai do banheiro , dos lavatórios e da cozinha para a rua .;fundamental;110_667.txt
a água residual desse encanamento é despejada num coletor geral ( um encanamento largo e ventilado ) , que segue por baixo da rua e leva ( ou deveria levar ) o esgoto para a estação de tratamento das águas .;fundamental;110_667.txt
muitas vezes , quando ouvimos ou lemos uma notícia sobre novas tecnologias que não conhecemos , como o projeto genoma , levamos um susto .;fundamental;110_667.txt
não podemos acompanhar de perto a evolução das pesquisas científicas , então ficamos com a pulga atrás da orelha quando aparece uma nova descoberta : como isso vai interferir na nossa vida ?;fundamental;110_667.txt
até mesmo entre os cientistas existem muitas dúvidas sobre como os novos conhecimentos vão ser usados pelos pesquisadores .;fundamental;110_667.txt
é preciso que eles desenvolvam seu trabalho com bom senso , responsabilidade , justiça , respeito a si mesmo e aos outros , e que atendam aos interesses da população .;fundamental;110_667.txt
o conjunto de todas essas maneiras de agir é chamado de ética .;fundamental;110_667.txt
no caso , de bioética .;fundamental;110_667.txt
nosso papel como cidadãos também é importante nos acontecimentos .;fundamental;110_667.txt
não devemos impedir ou atrapalhar o crescimento da ciência , mas também temos o direito de receber esclarecimentos de cientistas e governantes sobre como as novas tecnologias vão afetar a nossa vida .;fundamental;110_667.txt
também devemos participar da discussão sobre a ética na engenharia genética .;fundamental;110_667.txt
nado de peito , de costas , borboleta .;fundamental;110_667.txt
competição de nado livre .;fundamental;110_667.txt
﻿oswaldo gonçalves cruz nasceu no dia 0 de agosto de 0000 .;fundamental;11_142.txt
foi o primeiro dos seis filhos de bento gonçalves cruz e amália taborda de bulhões , que levavam uma vida tranquila na pequena cidade de são luís do paraitinga , são paulo .;fundamental;11_142.txt
quando o menino completou cinco anos , a família se mudou para o rio de janeiro .;fundamental;11_142.txt
bento era médico , e na capital havia mais chances de conseguir bons empregos .;fundamental;11_142.txt
homem de valores firmes , prezava pela ordem e pela disciplina .;fundamental;11_142.txt
deu para os filhos uma criação bastante rigorosa .;fundamental;11_142.txt
certa vez , oswaldo estava no bonde com a namorada emília e , brincalhão que era , cortou um pedaço do vestido da senhora sentada no banco da frente para oferecer à amada .;fundamental;11_142.txt
seu pai , assim que soube da história , obrigou o filho a ir à casa da vítima , pedir desculpas e consertar a roupa .;fundamental;11_142.txt
com apenas 00 anos , idade em que a maioria dos meninos começava o curso secundário ( atual ensino médio ) , oswaldo ingressou na faculdade de medicina do rio de janeiro .;fundamental;11_142.txt
não gostou muito da parte clínica , preferiu dedicar-se à pesquisa .;fundamental;11_142.txt
em novembro de 0000 , formou-se doutor , no mesmo dia da morte de seu pai .;fundamental;11_142.txt
no ano seguinte , oswaldo casou com emília , com quem teve seis filhos .;fundamental;11_142.txt
a ajuda do sogro , um rico comerciante português , possibilitou que realizasse , três anos mais tarde , seu grande sonho : estagiar no instituto pasteur , na frança , onde estavam os grandes cientistas da época .;fundamental;11_142.txt
malas prontas , embarcou com toda a família rumo a paris .;fundamental;11_142.txt
lá , estudou , pesquisou , e até frequentou uma fábrica de vidros para laboratórios !;fundamental;11_142.txt
de volta ao brasil em 0000 , oswaldo teve que se virar para ganhar a vida .;fundamental;11_142.txt
acumulou diversos empregos , o que era comum entre os médicos .;fundamental;11_142.txt
mas ele era realmente diferente , o que dava para ver até nos trajes que usava .;fundamental;11_142.txt
mesmo com todo o calor do rio , continuava coberto por pesadas roupas que trouxe da europa .;fundamental;11_142.txt
ganhou o engraçado apelido de doutor fotógrafo , por carregar uma pasta parecida com a que esses profissionais usavam .;fundamental;11_142.txt
a situação em seu país era grave .;fundamental;11_142.txt
uma violenta epidemia de peste bubônica assolava o porto de santos , em são paulo .;fundamental;11_142.txt
as autoridades sanitárias estavam aflitas : só o instituto pasteur produzia soro e vacina contra a doença , e ainda pouca quantidade .;fundamental;11_142.txt
não daria conta da crescente procura .;fundamental;11_142.txt
o governo federal decidiu , então , fabricá-lo no brasil , e para isso criou o instituto soroterapico federal , cuja direção ficou a cargo de um renomado médico , barão de pedro afonso .;fundamental;11_142.txt
a intenção era contratar um cientista estrangeiro para diretor técnico .;fundamental;11_142.txt
mas a solução estava mais perto do que imaginavam .;fundamental;11_142.txt
consultaram o instituto pasteur , que recomendou , adivinhem , o brasileiro oswaldo cruz !;fundamental;11_142.txt
a relação do jovem cientista com o novo chefe não era nada boa .;fundamental;11_142.txt
as desavenças eram frequentes e a situação ficou incontrolável .;fundamental;11_142.txt
ambos foram afastados do instituto , mas , em 0000 , oswaldo cruz voltou .;fundamental;11_142.txt
tornou--se diretor geral e , dois anos mais tarde , passou a ocupar também o cargo que corresponderia , hoje , ao de ministro da saúde .;fundamental;11_142.txt
para combater as doenças que se disseminavam no rio de janeiro , ele tomou medidas polêmicas , como a que tornou obrigatória a vacinação .;fundamental;11_142.txt
